,iteration,max_houses,score
0,0,40,16234140.0
1,1,40,16193550.0
2,2,40,16975980.0
3,3,40,16884510.0
4,4,40,16408170.0
5,5,40,16242870.0
6,6,40,16362690.0
7,7,40,16880520.0
8,8,40,16439160.0
9,9,40,16861710.0
10,10,40,16558710.0
11,11,40,16267230.0
12,12,40,16988310.0
13,13,40,16706070.0
14,14,40,16440960.0
15,15,40,16428120.0
16,16,40,16223490.0
17,17,40,16476900.0
18,18,40,16148400.0
19,19,40,16247130.0
20,20,40,16282140.0
21,21,40,16384890.0
22,22,40,17025450.0
23,23,40,16587720.0
24,24,40,15931800.0
25,25,40,16810380.0
26,26,40,16128840.0
27,27,40,16633260.0
28,28,40,16421910.0
29,29,40,16679580.0
30,30,40,16318770.0
31,31,40,16595220.0
32,32,40,16100460.0
33,33,40,16605720.0
34,34,40,15632340.0
35,35,40,16177020.0
36,36,40,16793520.0
37,37,40,16947210.0
38,38,40,16154580.0
39,39,40,16062210.0
40,40,40,17106660.0
41,41,40,16167690.0
42,42,40,16427490.0
43,43,40,16378710.0
44,44,40,16343940.0
45,45,40,16965990.0
46,46,40,16282830.0
47,47,40,16870080.0
48,48,40,16688040.0
49,49,40,16570470.0
50,50,40,16261140.0
51,51,40,16906200.0
52,52,40,15811980.0
53,53,40,16419180.0
54,54,40,16319520.0
55,55,40,16321350.0
56,56,40,16006260.0
57,57,40,16579740.0
58,58,40,16647780.0
59,59,40,17156220.0
60,60,40,16901820.0
61,61,40,16422180.0
62,62,40,16481790.0
63,63,40,16632060.0
64,64,40,16127340.0
65,65,40,16409910.0
66,66,40,16719960.0
67,67,40,16268490.0
68,68,40,16795050.0
69,69,40,17166180.0
70,70,40,16586460.0
71,71,40,16082790.0
72,72,40,16212960.0
73,73,40,16926780.0
74,74,40,16611120.0
75,75,40,16896570.0
76,76,40,16084020.0
77,77,40,16524270.0
78,78,40,16347240.0
79,79,40,16567530.0
80,80,40,16806600.0
81,81,40,16757460.0
82,82,40,16249050.0
83,83,40,16577070.0
84,84,40,17413170.0
85,85,40,16286370.0
86,86,40,16630680.0
87,87,40,16605300.0
88,88,40,16880130.0
89,89,40,16318500.0
90,90,40,16291950.0
91,91,40,16750230.0
92,92,40,16857720.0
93,93,40,16490760.0
94,94,40,16022670.0
95,95,40,15834690.0
96,96,40,16819680.0
97,97,40,17022750.0
98,98,40,16431750.0
99,99,40,16287960.0
100,100,40,16220700.0
101,101,40,16180410.0
102,102,40,16459980.0
103,103,40,16637610.0
104,104,40,16557450.0
105,105,40,15925890.0
106,106,40,16028310.0
107,107,40,16372740.0
108,108,40,16440210.0
109,109,40,16045620.0
110,110,40,16314660.0
111,111,40,16074780.0
112,112,40,15935700.0
113,113,40,15771420.0
114,114,40,16354230.0
115,115,40,17029350.0
116,116,40,16629300.0
117,117,40,16678080.0
118,118,40,16413150.0
119,119,40,16462320.0
120,120,40,16349640.0
121,121,40,15869010.0
122,122,40,16668180.0
123,123,40,17165880.0
124,124,40,16430130.0
125,125,40,17011050.0
126,126,40,17238120.0
127,127,40,17139630.0
128,128,40,16230690.0
129,129,40,16734900.0
130,130,40,16338240.0
131,131,40,16901430.0
132,132,40,15742020.0
133,133,40,16229940.0
134,134,40,16688790.0
135,135,40,16558920.0
136,136,40,16445250.0
137,137,40,16768290.0
138,138,40,16451190.0
139,139,40,16442790.0
140,140,40,16844880.0
141,141,40,16102590.0
142,142,40,15595020.0
143,143,40,16554870.0
144,144,40,16309260.0
145,145,40,16652790.0
146,146,40,16593510.0
147,147,40,16232940.0
148,148,40,16710000.0
149,149,40,16289100.0
150,150,40,16404300.0
151,151,40,16047180.0
152,152,40,16647990.0
153,153,40,16682640.0
154,154,40,16503330.0
155,155,40,15651810.0
156,156,40,15990870.0
157,157,40,17221560.0
158,158,40,16289310.0
159,159,40,16538760.0
160,160,40,17201550.0
161,161,40,16429770.0
162,162,40,16026210.0
163,163,40,16043040.0
164,164,40,16735410.0
165,165,40,16987440.0
166,166,40,16306320.0
167,167,40,16953960.0
168,168,40,16496940.0
169,169,40,16031220.0
170,170,40,16239030.0
171,171,40,16096470.0
172,172,40,16357050.0
173,173,40,16214880.0
174,174,40,16570560.0
175,175,40,16299000.0
176,176,40,16831830.0
177,177,40,16402440.0
178,178,40,16304400.0
179,179,40,16346220.0
180,180,40,16555650.0
181,181,40,16802580.0
182,182,40,16637370.0
183,183,40,16328370.0
184,184,40,16613910.0
185,185,40,16570830.0
186,186,40,16035000.0
187,187,40,16664760.0
188,188,40,16146600.0
189,189,40,16059960.0
190,190,40,16198650.0
191,191,40,16123560.0
192,192,40,16735320.0
193,193,40,16412220.0
194,194,40,17021250.0
195,195,40,16488930.0
196,196,40,16706250.0
197,197,40,16651530.0
198,198,40,16326990.0
199,199,40,16312350.0
200,200,40,16624110.0
201,201,40,16448970.0
202,202,40,16919460.0
203,203,40,16534560.0
204,204,40,16414830.0
205,205,40,16857690.0
206,206,40,16646430.0
207,207,40,16656780.0
208,208,40,16607010.0
209,209,40,15490920.0
210,210,40,16477770.0
211,211,40,15831690.0
212,212,40,16336170.0
213,213,40,16019220.0
214,214,40,16451880.0
215,215,40,16765770.0
216,216,40,16625430.0
217,217,40,16372680.0
218,218,40,16690410.0
219,219,40,16502280.0
220,220,40,16020270.0
221,221,40,16437990.0
222,222,40,16847970.0
223,223,40,15937320.0
224,224,40,17373570.0
225,225,40,16419000.0
226,226,40,16217550.0
227,227,40,16541310.0
228,228,40,16939470.0
229,229,40,16047870.0
230,230,40,16773090.0
231,231,40,16412700.0
232,232,40,17431860.0
233,233,40,16240080.0
234,234,40,16589730.0
235,235,40,16210980.0
236,236,40,16659870.0
237,237,40,16704660.0
238,238,40,16395600.0
239,239,40,16743660.0
240,240,40,16259520.0
241,241,40,15988560.0
242,242,40,16556460.0
243,243,40,16112460.0
244,244,40,16614090.0
245,245,40,15987750.0
246,246,40,15994170.0
247,247,40,16619820.0
248,248,40,16492440.0
249,249,40,16904460.0
250,250,40,16354350.0
251,251,40,17222940.0
252,252,40,16495500.0
253,253,40,17282340.0
254,254,40,17196360.0
255,255,40,16441470.0
256,256,40,16081020.0
257,257,40,16405830.0
258,258,40,16288380.0
259,259,40,17271660.0
260,260,40,16048440.0
261,261,40,16326870.0
262,262,40,15947100.0
263,263,40,16278030.0
264,264,40,17127870.0
265,265,40,16693020.0
266,266,40,16587960.0
267,267,40,16526250.0
268,268,40,16861410.0
269,269,40,16770390.0
270,270,40,17234190.0
271,271,40,16394250.0
272,272,40,16384770.0
273,273,40,16949220.0
274,274,40,17139300.0
275,275,40,16642500.0
276,276,40,16664220.0
277,277,40,16919880.0
278,278,40,16679160.0
279,279,40,16479300.0
280,280,40,16636470.0
281,281,40,16357560.0
282,282,40,16553730.0
283,283,40,16300230.0
284,284,40,16721910.0
285,285,40,16241340.0
286,286,40,16292130.0
287,287,40,16370280.0
288,288,40,16348140.0
289,289,40,15917070.0
290,290,40,16290480.0
291,291,40,16374600.0
292,292,40,16313610.0
293,293,40,16666590.0
294,294,40,17273190.0
295,295,40,16678320.0
296,296,40,16390260.0
297,297,40,16684140.0
298,298,40,16479210.0
299,299,40,16270140.0
300,300,40,16389540.0
301,301,40,16334070.0
302,302,40,16431990.0
303,303,40,16932330.0
304,304,40,15793110.0
305,305,40,16643310.0
306,306,40,16514850.0
307,307,40,16345290.0
308,308,40,16591800.0
309,309,40,16250310.0
310,310,40,15926190.0
311,311,40,16604220.0
312,312,40,16410480.0
313,313,40,16431600.0
314,314,40,17012250.0
315,315,40,16466010.0
316,316,40,16652430.0
317,317,40,15692160.0
318,318,40,16878360.0
319,319,40,16518450.0
320,320,40,16506720.0
321,321,40,16377330.0
322,322,40,15970890.0
323,323,40,16323120.0
324,324,40,16958580.0
325,325,40,16478790.0
326,326,40,16729080.0
327,327,40,16862820.0
328,328,40,16671120.0
329,329,40,16533090.0
330,330,40,16508820.0
331,331,40,16647990.0
332,332,40,16477500.0
333,333,40,16576770.0
334,334,40,16555560.0
335,335,40,16749030.0
336,336,40,16642650.0
337,337,40,16437270.0
338,338,40,16452360.0
339,339,40,16466520.0
340,340,40,15827490.0
341,341,40,16720860.0
342,342,40,16283580.0
343,343,40,16511160.0
344,344,40,16382580.0
345,345,40,16085610.0
346,346,40,16231200.0
347,347,40,17063940.0
348,348,40,16488540.0
349,349,40,17115450.0
350,350,40,16403760.0
351,351,40,16604250.0
352,352,40,16284810.0
353,353,40,16864380.0
354,354,40,16985130.0
355,355,40,16431720.0
356,356,40,17056560.0
357,357,40,15874170.0
358,358,40,16432290.0
359,359,40,16910820.0
360,360,40,15960540.0
361,361,40,16592730.0
362,362,40,16480530.0
363,363,40,16366620.0
364,364,40,16366050.0
365,365,40,16507410.0
366,366,40,16396110.0
367,367,40,16314840.0
368,368,40,16354530.0
369,369,40,16771440.0
370,370,40,17138940.0
371,371,40,16456140.0
372,372,40,16320450.0
373,373,40,16734300.0
374,374,40,16988460.0
375,375,40,16414800.0
376,376,40,16186530.0
377,377,40,16970280.0
378,378,40,16173090.0
379,379,40,15735720.0
380,380,40,16516620.0
381,381,40,16275210.0
382,382,40,16305780.0
383,383,40,16662060.0
384,384,40,16348830.0
385,385,40,16807380.0
386,386,40,16474470.0
387,387,40,16651950.0
388,388,40,16257150.0
389,389,40,16151610.0
390,390,40,16296840.0
391,391,40,16994700.0
392,392,40,16197330.0
393,393,40,16877760.0
394,394,40,16344060.0
395,395,40,16523400.0
396,396,40,16652070.0
397,397,40,16355910.0
398,398,40,16607880.0
399,399,40,16557900.0
400,400,40,16345950.0
401,401,40,17048160.0
402,402,40,16489770.0
403,403,40,16352520.0
404,404,40,16236210.0
405,405,40,15930090.0
406,406,40,16557540.0
407,407,40,16493370.0
408,408,40,17040210.0
409,409,40,16411890.0
410,410,40,17357640.0
411,411,40,16547310.0
412,412,40,16424340.0
413,413,40,15744000.0
414,414,40,16622730.0
415,415,40,16409850.0
416,416,40,16887180.0
417,417,40,16774530.0
418,418,40,16521690.0
419,419,40,16754370.0
420,420,40,16546770.0
421,421,40,16620570.0
422,422,40,17169210.0
423,423,40,16137810.0
424,424,40,16528650.0
425,425,40,16601460.0
426,426,40,16680570.0
427,427,40,15994170.0
428,428,40,16348080.0
429,429,40,16276230.0
430,430,40,16149420.0
431,431,40,16153650.0
432,432,40,16142400.0
433,433,40,16707060.0
434,434,40,15694110.0
435,435,40,15583530.0
436,436,40,16861170.0
437,437,40,16746120.0
438,438,40,16422840.0
439,439,40,15678930.0
440,440,40,16819260.0
441,441,40,16449420.0
442,442,40,16945590.0
443,443,40,16137810.0
444,444,40,16374540.0
445,445,40,16616340.0
446,446,40,15959850.0
447,447,40,16472760.0
448,448,40,17193390.0
449,449,40,16479030.0
450,450,40,16614060.0
451,451,40,16448370.0
452,452,40,16876500.0
453,453,40,16013010.0
454,454,40,16695720.0
455,455,40,16473240.0
456,456,40,16052280.0
457,457,40,16131450.0
458,458,40,16658940.0
459,459,40,16039740.0
460,460,40,16379880.0
461,461,40,16887240.0
462,462,40,16036260.0
463,463,40,16685640.0
464,464,40,16263810.0
465,465,40,16734870.0
466,466,40,16209210.0
467,467,40,16449000.0
468,468,40,16696470.0
469,469,40,16471920.0
470,470,40,16691670.0
471,471,40,16238820.0
472,472,40,16873560.0
473,473,40,16149840.0
474,474,40,16484670.0
475,475,40,16405020.0
476,476,40,16226460.0
477,477,40,16447200.0
478,478,40,16751970.0
479,479,40,16649400.0
480,480,40,16388070.0
481,481,40,16376280.0
482,482,40,15977850.0
483,483,40,16744020.0
484,484,40,16580820.0
485,485,40,16183200.0
486,486,40,15690450.0
487,487,40,15968190.0
488,488,40,17103900.0
489,489,40,16825650.0
490,490,40,17135760.0
491,491,40,16266420.0
492,492,40,16104630.0
493,493,40,16901100.0
494,494,40,16234290.0
495,495,40,16657260.0
496,496,40,16417260.0
497,497,40,15974940.0
498,498,40,16440270.0
499,499,40,16620960.0
500,500,40,16959390.0
501,501,40,16795530.0
502,502,40,16541670.0
503,503,40,16418520.0
504,504,40,16673490.0
505,505,40,16071120.0
506,506,40,16326300.0
507,507,40,16446870.0
508,508,40,16363320.0
509,509,40,15888240.0
510,510,40,16230600.0
511,511,40,16079100.0
512,512,40,16514910.0
513,513,40,16763820.0
514,514,40,16634310.0
515,515,40,16121250.0
516,516,40,16332990.0
517,517,40,16169340.0
518,518,40,16612950.0
519,519,40,15828270.0
520,520,40,16815210.0
521,521,40,16275060.0
522,522,40,16219410.0
523,523,40,16896870.0
524,524,40,16726110.0
525,525,40,15892560.0
526,526,40,16697460.0
527,527,40,16584000.0
528,528,40,16118190.0
529,529,40,16806870.0
530,530,40,16621470.0
531,531,40,16303680.0
532,532,40,16958850.0
533,533,40,16612200.0
534,534,40,16480020.0
535,535,40,15716670.0
536,536,40,16914420.0
537,537,40,16064520.0
538,538,40,16593060.0
539,539,40,17001510.0
540,540,40,16020660.0
541,541,40,16348860.0
542,542,40,16642530.0
543,543,40,16660710.0
544,544,40,16330950.0
545,545,40,15547110.0
546,546,40,15999330.0
547,547,40,16032360.0
548,548,40,15571770.0
549,549,40,17198820.0
550,550,40,16654170.0
551,551,40,16395330.0
552,552,40,16445100.0
553,553,40,16779480.0
554,554,40,16478700.0
555,555,40,16833030.0
556,556,40,16379040.0
557,557,40,16376070.0
558,558,40,16722450.0
559,559,40,16407060.0
560,560,40,16381380.0
561,561,40,16987680.0
562,562,40,16953990.0
563,563,40,16166460.0
564,564,40,16576290.0
565,565,40,16266240.0
566,566,40,16690230.0
567,567,40,16760970.0
568,568,40,16409280.0
569,569,40,16587570.0
570,570,40,16113000.0
571,571,40,16098780.0
572,572,40,16863810.0
573,573,40,16481010.0
574,574,40,16690140.0
575,575,40,16378050.0
576,576,40,16621890.0
577,577,40,16448400.0
578,578,40,16685880.0
579,579,40,16193640.0
580,580,40,16144590.0
581,581,40,15769560.0
582,582,40,16455390.0
583,583,40,16338660.0
584,584,40,16261860.0
585,585,40,16299360.0
586,586,40,16395600.0
587,587,40,16339080.0
588,588,40,17291550.0
589,589,40,17117370.0
590,590,40,16512300.0
591,591,40,16070730.0
592,592,40,16251510.0
593,593,40,16803360.0
594,594,40,16398240.0
595,595,40,16785930.0
596,596,40,16958040.0
597,597,40,16164360.0
598,598,40,16004430.0
599,599,40,16345380.0
600,600,40,17442780.0
601,601,40,16065450.0
602,602,40,16403220.0
603,603,40,16600800.0
604,604,40,15829890.0
605,605,40,15869790.0
606,606,40,17207370.0
607,607,40,16474590.0
608,608,40,16232220.0
609,609,40,15885720.0
