,iteration,max_houses,score
610,610,40,16732500.0
611,611,40,15858150.0
612,612,40,16035780.0
613,613,40,15657720.0
614,614,40,16440510.0
615,615,40,15694440.0
616,616,40,16181370.0
617,617,40,16999410.0
618,618,40,16458300.0
619,619,40,16057440.0
620,620,40,16782450.0
621,621,40,16565880.0
622,622,40,16393530.0
623,623,40,16630110.0
624,624,40,16418370.0
625,625,40,16650390.0
626,626,40,16340130.0
627,627,40,16819080.0
628,628,40,16707360.0
629,629,40,17012520.0
630,630,40,16325610.0
631,631,40,16212720.0
632,632,40,16656570.0
633,633,40,16726770.0
634,634,40,16032150.0
635,635,40,16838220.0
636,636,40,16707990.0
637,637,40,16698150.0
638,638,40,17014140.0
639,639,40,16289010.0
640,640,40,15889290.0
641,641,40,16338180.0
642,642,40,16851300.0
643,643,40,16522230.0
644,644,40,16469670.0
645,645,40,16434240.0
646,646,40,17034600.0
647,647,40,16522290.0
648,648,40,16683360.0
649,649,40,15911550.0
650,650,40,16429890.0
651,651,40,16848450.0
652,652,40,16209300.0
653,653,40,16330800.0
654,654,40,16252950.0
655,655,40,16792290.0
656,656,40,16375890.0
657,657,40,16508580.0
658,658,40,16033170.0
659,659,40,16019370.0
660,660,40,16765350.0
661,661,40,17147490.0
662,662,40,16809660.0
663,663,40,16168350.0
664,664,40,16541880.0
665,665,40,16748670.0
666,666,40,15750510.0
667,667,40,16368030.0
668,668,40,16754460.0
669,669,40,16649970.0
670,670,40,16227210.0
671,671,40,16507830.0
672,672,40,16549260.0
673,673,40,17011950.0
674,674,40,15888720.0
675,675,40,16583910.0
676,676,40,16655160.0
677,677,40,16561590.0
678,678,40,16814340.0
679,679,40,16187730.0
680,680,40,15923970.0
681,681,40,16102380.0
682,682,40,16890960.0
683,683,40,16486440.0
684,684,40,15931590.0
685,685,40,16819470.0
686,686,40,16523280.0
687,687,40,16279560.0
688,688,40,16285560.0
689,689,40,16282620.0
690,690,40,16530000.0
691,691,40,16846890.0
692,692,40,16270410.0
693,693,40,16640250.0
694,694,40,16712700.0
695,695,40,15993030.0
696,696,40,16428510.0
697,697,40,17233590.0
698,698,40,16449450.0
699,699,40,16345320.0
700,700,40,16547310.0
701,701,40,16485060.0
702,702,40,16688550.0
703,703,40,16458900.0
704,704,40,16486230.0
705,705,40,15961770.0
706,706,40,17169990.0
707,707,40,16538820.0
708,708,40,16920510.0
709,709,40,17184120.0
710,710,40,16344480.0
711,711,40,17117550.0
712,712,40,16473840.0
713,713,40,16271790.0
714,714,40,16623690.0
715,715,40,16920060.0
716,716,40,16083180.0
717,717,40,16591350.0
718,718,40,16520760.0
719,719,40,16523820.0
720,720,40,16346040.0
721,721,40,16243050.0
722,722,40,16546200.0
723,723,40,15956640.0
724,724,40,16379430.0
725,725,40,15970800.0
726,726,40,16794480.0
727,727,40,16344510.0
728,728,40,16239300.0
729,729,40,16537260.0
730,730,40,16541370.0
731,731,40,16477680.0
732,732,40,16892970.0
733,733,40,16051860.0
734,734,40,16951350.0
735,735,40,15945690.0
736,736,40,16919820.0
737,737,40,16123950.0
738,738,40,16148520.0
739,739,40,16528110.0
740,740,40,16289370.0
741,741,40,16051530.0
742,742,40,16269990.0
743,743,40,16539360.0
744,744,40,16839420.0
745,745,40,16532940.0
746,746,40,16339020.0
747,747,40,17167890.0
748,748,40,16267620.0
749,749,40,16249110.0
750,750,40,15900000.0
751,751,40,16443930.0
752,752,40,16753800.0
753,753,40,16597950.0
754,754,40,16898640.0
755,755,40,15776520.0
756,756,40,16209060.0
757,757,40,16548990.0
758,758,40,16816500.0
759,759,40,16737180.0
760,760,40,16665000.0
761,761,40,16441860.0
762,762,40,16427760.0
763,763,40,16669260.0
764,764,40,16816680.0
765,765,40,16840530.0
766,766,40,17154960.0
767,767,40,15934350.0
768,768,40,16220490.0
769,769,40,16741290.0
770,770,40,16783290.0
771,771,40,16797960.0
772,772,40,16427610.0
773,773,40,16645140.0
774,774,40,16818090.0
775,775,40,17079030.0
776,776,40,16047540.0
777,777,40,17141130.0
778,778,40,16342350.0
779,779,40,16603470.0
780,780,40,17159220.0
781,781,40,16722210.0
782,782,40,16279740.0
783,783,40,16646970.0
784,784,40,16766970.0
785,785,40,17146500.0
786,786,40,16712970.0
787,787,40,15900120.0
788,788,40,16469910.0
789,789,40,15743340.0
790,790,40,16584180.0
791,791,40,16795200.0
792,792,40,16887210.0
793,793,40,15880950.0
794,794,40,16340610.0
795,795,40,16109490.0
796,796,40,16810410.0
797,797,40,16829850.0
798,798,40,16322970.0
799,799,40,16278060.0
800,800,40,16697130.0
801,801,40,16039650.0
802,802,40,15975270.0
803,803,40,16660410.0
804,804,40,16256820.0
805,805,40,16588830.0
806,806,40,16657620.0
807,807,40,15712320.0
808,808,40,17345010.0
809,809,40,16576800.0
810,810,40,16845330.0
811,811,40,16328940.0
812,812,40,16582980.0
813,813,40,16449300.0
814,814,40,16293540.0
815,815,40,16661880.0
816,816,40,16813650.0
817,817,40,16597650.0
818,818,40,16603620.0
819,819,40,16632540.0
820,820,40,16387050.0
821,821,40,17018310.0
822,822,40,16027230.0
823,823,40,16695780.0
824,824,40,16765650.0
825,825,40,16982070.0
826,826,40,16715940.0
827,827,40,16508610.0
828,828,40,16188000.0
829,829,40,16612560.0
830,830,40,16116690.0
831,831,40,16328790.0
832,832,40,16833750.0
833,833,40,16506750.0
834,834,40,16155690.0
835,835,40,16488270.0
836,836,40,16170570.0
837,837,40,16474230.0
838,838,40,16109070.0
839,839,40,16213860.0
840,840,40,16598730.0
841,841,40,16216080.0
842,842,40,16494330.0
843,843,40,16578240.0
844,844,40,16190070.0
845,845,40,15868650.0
846,846,40,16380930.0
847,847,40,15826560.0
848,848,40,16503540.0
849,849,40,15853830.0
850,850,40,16374930.0
851,851,40,17244930.0
852,852,40,16988310.0
853,853,40,15896730.0
854,854,40,16250520.0
855,855,40,16971570.0
856,856,40,16426680.0
857,857,40,16474500.0
858,858,40,17015700.0
859,859,40,16391850.0
860,860,40,15576690.0
861,861,40,15800010.0
862,862,40,16726230.0
863,863,40,16722090.0
864,864,40,16372860.0
865,865,40,16664700.0
866,866,40,16089420.0
867,867,40,16493130.0
868,868,40,16364730.0
869,869,40,16486470.0
870,870,40,16478820.0
871,871,40,16789920.0
872,872,40,16529100.0
873,873,40,16482570.0
874,874,40,16237650.0
875,875,40,16633050.0
876,876,40,16806930.0
877,877,40,16743150.0
878,878,40,16081740.0
879,879,40,16703130.0
880,880,40,16451220.0
881,881,40,16423350.0
882,882,40,16943400.0
883,883,40,16375620.0
884,884,40,16496040.0
885,885,40,16536270.0
886,886,40,16673850.0
887,887,40,16489020.0
888,888,40,16331520.0
889,889,40,16720980.0
890,890,40,16763730.0
891,891,40,16593900.0
892,892,40,16747410.0
893,893,40,16575930.0
894,894,40,16121970.0
895,895,40,16155690.0
896,896,40,16101900.0
897,897,40,16222620.0
898,898,40,16339830.0
899,899,40,16290450.0
900,900,40,16326990.0
901,901,40,16574370.0
902,902,40,16958250.0
903,903,40,16190850.0
904,904,40,16546650.0
905,905,40,16430940.0
906,906,40,16169520.0
907,907,40,16399620.0
908,908,40,16329930.0
909,909,40,16372650.0
910,910,40,16843770.0
911,911,40,16517250.0
912,912,40,16428840.0
913,913,40,16536810.0
914,914,40,16350540.0
915,915,40,16126650.0
916,916,40,16673880.0
917,917,40,16647150.0
918,918,40,16462710.0
919,919,40,16495230.0
920,920,40,16493460.0
921,921,40,16846230.0
922,922,40,16438230.0
923,923,40,16147050.0
924,924,40,16144530.0
925,925,40,16381140.0
926,926,40,17168310.0
927,927,40,16433880.0
928,928,40,16714560.0
929,929,40,16265910.0
930,930,40,16347390.0
931,931,40,16402950.0
932,932,40,16558230.0
933,933,40,16196010.0
934,934,40,16200420.0
935,935,40,16126590.0
936,936,40,16417140.0
937,937,40,17067960.0
938,938,40,15978870.0
939,939,40,16466370.0
940,940,40,16769310.0
941,941,40,15929730.0
942,942,40,16349310.0
943,943,40,16654380.0
944,944,40,16154040.0
945,945,40,16428090.0
946,946,40,16323510.0
947,947,40,17024130.0
948,948,40,16683450.0
949,949,40,16302120.0
950,950,40,16662390.0
951,951,40,16712880.0
952,952,40,16661220.0
953,953,40,16200030.0
954,954,40,16809990.0
955,955,40,16294440.0
956,956,40,16042170.0
957,957,40,16805520.0
958,958,40,16870020.0
959,959,40,16315110.0
960,960,40,16437930.0
961,961,40,16424820.0
962,962,40,17079900.0
963,963,40,15878580.0
964,964,40,15951630.0
965,965,40,16723620.0
966,966,40,16917900.0
967,967,40,16131000.0
968,968,40,16633650.0
969,969,40,16460880.0
970,970,40,16059600.0
971,971,40,16732170.0
972,972,40,16093710.0
973,973,40,16837140.0
974,974,40,16505640.0
975,975,40,16429140.0
976,976,40,16893000.0
977,977,40,16159350.0
978,978,40,16641360.0
979,979,40,16278240.0
980,980,40,16394190.0
981,981,40,16959630.0
982,982,40,16543590.0
983,983,40,16917690.0
984,984,40,16292100.0
985,985,40,17051850.0
986,986,40,16730190.0
987,987,40,16148430.0
988,988,40,16214400.0
989,989,40,16434900.0
990,990,40,16128450.0
991,991,40,16604790.0
992,992,40,16597050.0
993,993,40,17060640.0
994,994,40,17021880.0
995,995,40,16558470.0
996,996,40,16484010.0
997,997,40,17290800.0
998,998,40,15638460.0
999,999,40,16223940.0
