,iteration,max_houses,score
0,0,20,610000.0
1,1,20,15054800.0
2,2,20,16213800.0
3,3,20,18159240.0
4,4,20,16818600.0
5,5,20,16787760.0
6,6,20,17122920.0
7,7,20,17313600.0
8,8,20,17477850.0
9,9,20,17532300.0
10,10,20,17716050.0
11,11,20,17753400.0
12,12,20,17945700.0
13,13,20,17991600.0
14,14,20,18183900.0
15,15,20,18486000.0
16,16,20,18540450.0
17,17,20,18732750.0
18,18,20,19034850.0
19,19,20,19035600.0
