,iteration,max_houses,old_score,new_score
0,0,20,9625440.0,9625440.0
1,1,20,9625440.0,9548490.0
2,2,20,9625440.0,9386040.0
3,3,20,9651090.0,9651090.0
4,4,20,9651090.0,9557040.0
5,5,20,9690420.0,9690420.0
6,6,20,9690420.0,9680730.0
7,7,20,9690420.0,9382620.0
8,8,20,9690420.0,9562170.0
9,9,20,9690420.0,9639120.0
10,10,20,9690420.0,9596370.0
11,11,20,9690420.0,9468120.0
12,12,20,9690420.0,9647670.0
13,13,20,9690420.0,9404820.0
14,14,20,9690420.0,9548490.0
15,15,20,9895320.0,9895320.0
16,16,20,9895320.0,9601170.0
17,17,20,9895320.0,9737430.0
18,18,20,10005120.0,10005120.0
19,19,20,10005120.0,9817020.0
20,20,20,10005120.0,9819870.0
21,21,20,10005120.0,9928170.0
22,22,20,10005120.0,9939000.0
23,23,20,10005120.0,9840840.0
24,24,20,10005120.0,9639120.0
25,25,20,10005120.0,9996570.0
26,26,20,10005120.0,9972060.0
27,27,20,10005120.0,9851790.0
28,28,20,10005120.0,9923040.0
29,29,20,10005120.0,9970920.0
30,30,20,10099170.0,10099170.0
31,31,20,10099170.0,10082070.0
32,32,20,10306650.0,10306650.0
33,33,20,10340850.0,10340850.0
34,34,20,10340850.0,10242330.0
35,35,20,10372770.0,10372770.0
36,36,20,10372770.0,10321470.0
37,37,20,10372770.0,10364220.0
38,38,20,10372770.0,10031910.0
39,39,20,10543770.0,10543770.0
40,40,20,10543770.0,10501020.0
41,41,20,10654920.0,10654920.0
42,42,20,10654920.0,10376760.0
43,43,20,10654920.0,10475370.0
44,44,20,10654920.0,10318020.0
45,45,20,10654920.0,10431480.0
46,46,20,10654920.0,10569420.0
47,47,20,10654920.0,10407420.0
48,48,20,10654920.0,10377330.0
49,49,20,10654920.0,10465110.0
50,50,20,10654920.0,10192650.0
51,51,20,10654920.0,10319190.0
52,52,20,10654920.0,10524960.0
53,53,20,10723320.0,10723320.0
54,54,20,10723320.0,10544910.0
55,55,20,10723320.0,10492470.0
56,56,20,10723320.0,10577970.0
57,57,20,10723320.0,10213680.0
58,58,20,10723320.0,10550610.0
59,59,20,10723320.0,10522110.0
60,60,20,10723320.0,10452570.0
61,61,20,10723320.0,10496220.0
62,62,20,10723320.0,10105920.0
63,63,20,10723320.0,10723320.0
64,64,20,10723320.0,10385880.0
65,65,20,10723320.0,10189740.0
66,66,20,10723320.0,10159200.0
67,67,20,10723320.0,10158510.0
68,68,20,10723320.0,10501020.0
69,69,20,10723320.0,10320660.0
70,70,20,10771200.0,10771200.0
71,71,20,10771200.0,10677150.0
72,72,20,10788300.0,10788300.0
73,73,20,10788300.0,10228020.0
74,74,20,10788300.0,10545450.0
75,75,20,10788300.0,10730730.0
76,76,20,10788300.0,10719900.0
77,77,20,10788300.0,10218810.0
78,78,20,10788300.0,10345350.0
79,79,20,10788300.0,10560150.0
80,80,20,10788300.0,10540350.0
81,81,20,10788300.0,10609320.0
82,82,20,10788300.0,10047750.0
83,83,20,10788300.0,10579650.0
84,84,20,10788300.0,10442850.0
85,85,20,10788300.0,10234890.0
86,86,20,10788300.0,10564860.0
87,87,20,10788300.0,10308300.0
88,88,20,10788300.0,10457130.0
89,89,20,10822500.0,10822500.0
90,90,20,10822500.0,10617300.0
91,91,20,10822500.0,10661760.0
92,92,20,10822500.0,10413750.0
93,93,20,10822500.0,10591650.0
94,94,20,10822500.0,10550250.0
95,95,20,10822500.0,10815090.0
96,96,20,10822500.0,10346700.0
97,97,20,10822500.0,10677150.0
98,98,20,10822500.0,10755240.0
99,99,20,10822500.0,10642950.0
