,iteration,max_houses,score
0,0,60,23496720.0
1,1,60,23252730.0
2,2,60,23318640.0
3,3,60,23079000.0
4,4,60,23223870.0
5,5,60,23091660.0
6,6,60,23528760.0
7,7,60,23537820.0
8,8,60,23755710.0
9,9,60,23267370.0
10,10,60,23280540.0
11,11,60,23439390.0
12,12,60,23140860.0
13,13,60,23031660.0
14,14,60,23530830.0
15,15,60,23162220.0
16,16,60,23384280.0
17,17,60,23691540.0
18,18,60,23745330.0
19,19,60,23452950.0
20,20,60,23411670.0
21,21,60,23300610.0
22,22,60,23311890.0
23,23,60,23193930.0
24,24,60,23921310.0
25,25,60,23214540.0
26,26,60,23464560.0
27,27,60,23234040.0
28,28,60,23411190.0
29,29,60,22962690.0
30,30,60,23429190.0
31,31,60,23089290.0
32,32,60,23434290.0
33,33,60,23589780.0
34,34,60,23268570.0
35,35,60,23146770.0
36,36,60,22992540.0
37,37,60,23131410.0
38,38,60,23681970.0
39,39,60,23705340.0
40,40,60,23130960.0
41,41,60,23258790.0
42,42,60,23134170.0
43,43,60,23075340.0
44,44,60,23829030.0
45,45,60,23067630.0
46,46,60,23426370.0
47,47,60,23447880.0
48,48,60,23029830.0
49,49,60,22998480.0
50,50,60,23046930.0
51,51,60,23437560.0
52,52,60,23600820.0
53,53,60,22955790.0
54,54,60,23285250.0
55,55,60,23022810.0
56,56,60,23376330.0
57,57,60,23393310.0
58,58,60,23562720.0
59,59,60,23266800.0
60,60,60,23587260.0
61,61,60,23653500.0
62,62,60,22935540.0
63,63,60,23304960.0
64,64,60,23570940.0
65,65,60,23493660.0
66,66,60,23371110.0
67,67,60,23541180.0
68,68,60,23554860.0
69,69,60,23109540.0
70,70,60,22976370.0
71,71,60,23313300.0
72,72,60,23338260.0
73,73,60,23352630.0
74,74,60,23555580.0
75,75,60,23281830.0
76,76,60,23233950.0
77,77,60,23187750.0
78,78,60,23536200.0
79,79,60,23370750.0
80,80,60,23724270.0
81,81,60,23685750.0
82,82,60,23129850.0
83,83,60,23381820.0
84,84,60,23654610.0
85,85,60,23504940.0
86,86,60,23487000.0
87,87,60,23229930.0
88,88,60,23291820.0
89,89,60,23561940.0
90,90,60,23416830.0
91,91,60,23421120.0
92,92,60,23314050.0
93,93,60,23613270.0
94,94,60,23361180.0
95,95,60,23252730.0
96,96,60,23251590.0
97,97,60,23619420.0
98,98,60,23241660.0
99,99,60,23052300.0
100,100,60,23328420.0
101,101,60,23500830.0
102,102,60,22771050.0
103,103,60,23656170.0
104,104,60,23579490.0
105,105,60,23508060.0
106,106,60,23310090.0
107,107,60,23462520.0
108,108,60,23361720.0
109,109,60,22846530.0
110,110,60,22677090.0
111,111,60,22960980.0
112,112,60,23203710.0
113,113,60,23076720.0
114,114,60,23333700.0
115,115,60,23257080.0
116,116,60,23098680.0
117,117,60,23035320.0
118,118,60,23220390.0
119,119,60,23432610.0
120,120,60,22783950.0
121,121,60,23157630.0
122,122,60,23325180.0
123,123,60,23398530.0
124,124,60,23131440.0
125,125,60,23549730.0
126,126,60,23858790.0
127,127,60,23259780.0
128,128,60,23658930.0
129,129,60,23402520.0
130,130,60,23476590.0
131,131,60,23083890.0
132,132,60,23276940.0
133,133,60,23140980.0
134,134,60,23114640.0
135,135,60,23146350.0
136,136,60,23545980.0
137,137,60,22812000.0
138,138,60,23697150.0
139,139,60,23285130.0
140,140,60,23534130.0
141,141,60,23393520.0
142,142,60,23221950.0
143,143,60,23586870.0
144,144,60,23120820.0
145,145,60,23336010.0
146,146,60,23208840.0
147,147,60,23015790.0
148,148,60,23268210.0
149,149,60,23489160.0
150,150,60,23089020.0
151,151,60,24358770.0
152,152,60,23627280.0
153,153,60,23542680.0
154,154,60,23237190.0
155,155,60,23430540.0
156,156,60,23188080.0
157,157,60,23401410.0
158,158,60,22781670.0
159,159,60,23603070.0
160,160,60,23331270.0
161,161,60,23158710.0
162,162,60,23371320.0
163,163,60,23226840.0
164,164,60,23286000.0
165,165,60,23148660.0
166,166,60,22819620.0
167,167,60,23307120.0
168,168,60,23527380.0
169,169,60,23606520.0
170,170,60,23417220.0
171,171,60,24070890.0
172,172,60,23609340.0
173,173,60,23268210.0
174,174,60,23177400.0
175,175,60,23155020.0
176,176,60,23317500.0
177,177,60,22795680.0
178,178,60,22919490.0
179,179,60,23201070.0
180,180,60,23945340.0
181,181,60,23559510.0
182,182,60,23632650.0
183,183,60,23191950.0
184,184,60,23658180.0
185,185,60,23845020.0
186,186,60,23357820.0
187,187,60,23517960.0
188,188,60,23234760.0
189,189,60,23192310.0
190,190,60,23535450.0
191,191,60,23524200.0
192,192,60,23253210.0
193,193,60,22932000.0
194,194,60,23431050.0
195,195,60,23476320.0
