iteration,max_houses,score
0,20,9653700.0
1,20,9102450.0
2,20,9032100.0
3,20,9726480.0
4,20,9910050.0
5,20,10091490.0
6,20,9382350.0
7,20,10322460.0
8,20,9643380.0
9,20,9881520.0
10,20,9662280.0
11,20,9593940.0
12,20,10833240.0
13,20,9731070.0
14,20,10841310.0
15,20,8683800.0
16,20,9632700.0
17,20,9189180.0
18,20,9019920.0
19,20,9330000.0
20,20,9812220.0
21,20,9328560.0
22,20,8868030.0
23,20,10338870.0
24,20,9874080.0
25,20,9373380.0
26,20,10577370.0
27,20,9108480.0
28,20,9547290.0
29,20,9432420.0
30,20,9889590.0
31,20,9653850.0
32,20,9420300.0
33,20,9297630.0
34,20,9152040.0
35,20,9399420.0
36,20,9599700.0
37,20,9030660.0
38,20,9075630.0
39,20,9759690.0
40,20,10054620.0
41,20,10286040.0
42,20,9889710.0
43,20,9045120.0
44,20,9580920.0
45,20,9403590.0
46,20,9809670.0
47,20,9321630.0
48,20,8952540.0
49,20,8764890.0
50,20,9310170.0
51,20,10120080.0
52,20,9191700.0
53,20,9918810.0
54,20,9776790.0
55,20,9972690.0
56,20,10144020.0
57,20,11256390.0
58,20,9564660.0
59,20,9875430.0
60,20,9351360.0
61,20,9318780.0
62,20,9329640.0
63,20,9816030.0
64,20,11662230.0
65,20,9273000.0
66,20,9017970.0
67,20,10083660.0
68,20,10133310.0
69,20,10239450.0
70,20,9423420.0
71,20,9514320.0
72,20,8844000.0
73,20,9472860.0
74,20,9798090.0
75,20,9705510.0
76,20,9583440.0
77,20,9135750.0
78,20,9392370.0
79,20,9692520.0
80,20,10644450.0
81,20,9756030.0
82,20,9281910.0
83,20,9144780.0
84,20,8789970.0
85,20,8770110.0
86,20,8967570.0
87,20,9196020.0
88,20,9352830.0
89,20,10400280.0
90,20,10207020.0
91,20,9002850.0
92,20,9950700.0
93,20,9681390.0
94,20,10916970.0
95,20,9294510.0
96,20,9578160.0
97,20,9269850.0
98,20,10014900.0
99,20,9312330.0
