iteration,max_houses,score
0,20,1280700.0
1,20,2207100.0
2,20,2400960.0
3,20,2729310.0
4,20,2110980.0
5,20,2039700.0
6,20,2952480.0
7,20,2373570.0
8,20,2506950.0
9,20,1463010.0
10,20,2396280.0
11,20,1999110.0
12,20,1980600.0
13,20,2033640.0
14,20,2424360.0
15,20,3080010.0
16,20,1369350.0
17,20,2467500.0
18,20,2280210.0
19,20,3098340.0
20,20,3121380.0
21,20,2388450.0
22,20,2009370.0
23,20,1397310.0
24,20,1942230.0
25,20,2095050.0
26,20,2413920.0
27,20,2655450.0
28,20,3613410.0
29,20,1989240.0
30,20,2498430.0
31,20,1783500.0
32,20,2516460.0
33,20,3905130.0
34,20,1933740.0
35,20,1911000.0
36,20,2017650.0
37,20,1969530.0
38,20,2448450.0
39,20,3554280.0
40,20,2421990.0
41,20,2801850.0
42,20,1863660.0
43,20,2726100.0
44,20,2284680.0
45,20,2143860.0
46,20,2367840.0
47,20,2428860.0
48,20,2208060.0
49,20,2486130.0
50,20,2211960.0
51,20,2862930.0
52,20,2582790.0
53,20,1939470.0
54,20,1988670.0
55,20,2228880.0
56,20,2465430.0
57,20,3139560.0
58,20,2756520.0
59,20,1593060.0
60,20,2258460.0
61,20,2062020.0
62,20,2522850.0
63,20,1861830.0
64,20,2949420.0
65,20,1600950.0
66,20,1810710.0
67,20,3570420.0
68,20,2565810.0
69,20,2180010.0
70,20,2853720.0
71,20,2487390.0
72,20,2543760.0
73,20,2740500.0
74,20,2791080.0
75,20,3234840.0
76,20,3376680.0
77,20,2116800.0
78,20,2254680.0
79,20,2899200.0
80,20,3422370.0
81,20,2773110.0
82,20,1541130.0
83,20,2649630.0
84,20,1841940.0
85,20,1667550.0
86,20,3599400.0
87,20,1862460.0
88,20,2730150.0
89,20,1739010.0
90,20,2737800.0
91,20,2428020.0
92,20,2616780.0
93,20,2129550.0
94,20,2198820.0
95,20,2022660.0
96,20,2083080.0
97,20,2447340.0
98,20,2645040.0
99,20,1823040.0
