,iteration,max_houses,old_score,new_score
0,0,20,9505920.0,9505920.0
1,1,20,9551520.0,9551520.0
2,2,20,9611370.0,9611370.0
3,3,20,9611370.0,9534420.0
4,4,20,9611370.0,9552210.0
5,5,20,9611370.0,9474570.0
6,6,20,9682620.0,9682620.0
7,7,20,9682620.0,9647280.0
8,8,20,9805770.0,9805770.0
9,9,20,9805770.0,9439830.0
10,10,20,9805770.0,9804630.0
11,11,20,9805770.0,9640470.0
12,12,20,9805770.0,9720270.0
13,13,20,9805770.0,9643320.0
14,14,20,9805770.0,9550980.0
15,15,20,9805770.0,9446670.0
16,16,20,9805770.0,9797220.0
17,17,20,9857070.0,9857070.0
18,18,20,9857070.0,9662130.0
19,19,20,9857070.0,8997900.0
20,20,20,9857070.0,9588600.0
21,21,20,9857070.0,9729390.0
22,22,20,9925470.0,9925470.0
23,23,20,9925470.0,9845670.0
24,24,20,9925470.0,9831420.0
25,25,20,9925470.0,9763020.0
26,26,20,9925470.0,9875880.0
27,27,20,9925470.0,9651870.0
28,28,20,9925470.0,9563520.0
29,29,20,9925470.0,9883860.0
30,30,20,9925470.0,9813750.0
31,31,20,9925470.0,9839970.0
32,32,20,9925470.0,9656430.0
33,33,20,9925470.0,9814320.0
34,34,20,9925470.0,9814320.0
35,35,20,9925470.0,9680940.0
36,36,20,9925470.0,9718440.0
37,37,20,9925470.0,9771570.0
38,38,20,9925470.0,9845670.0
39,39,20,9925470.0,9874170.0
40,40,20,9925470.0,9651300.0
41,41,20,9925470.0,9653220.0
42,42,20,9976770.0,9976770.0
43,43,20,9976770.0,9833130.0
44,44,20,9976770.0,9918060.0
45,45,20,9976770.0,9547170.0
46,46,20,9976770.0,9817170.0
47,47,20,9976770.0,9584040.0
48,48,20,9976770.0,9968220.0
49,49,20,9976770.0,9942570.0
50,50,20,9976770.0,9899820.0
51,51,20,9976770.0,9570360.0
52,52,20,9976770.0,9848520.0
53,53,20,9976770.0,9728250.0
54,54,20,9976770.0,9942570.0
55,55,20,9976770.0,9972780.0
56,56,20,9976770.0,9686070.0
57,57,20,9976770.0,9916920.0
58,58,20,9976770.0,9678090.0
59,59,20,9976770.0,9899820.0
60,60,20,9976770.0,9961950.0
61,61,20,9976770.0,9763020.0
62,62,20,9976770.0,9615150.0
63,63,20,10234020.0,10234020.0
64,64,20,10234020.0,9968970.0
65,65,20,10234020.0,10011150.0
66,66,20,10234020.0,10019100.0
67,67,20,10234020.0,10154220.0
68,68,20,10234020.0,10191270.0
69,69,20,10234020.0,9917670.0
70,70,20,10234020.0,10063020.0
71,71,20,10268220.0,10268220.0
72,72,20,10268220.0,10042830.0
73,73,20,10268220.0,10063920.0
74,74,20,10268220.0,10030530.0
75,75,20,10268220.0,9843060.0
76,76,20,10487820.0,10487820.0
77,77,20,10487820.0,10333920.0
78,78,20,10487820.0,10121820.0
79,79,20,10487820.0,10304820.0
80,80,20,10487820.0,10316820.0
81,81,20,10487820.0,10342470.0
82,82,20,10487820.0,10471860.0
83,83,20,10487820.0,9856770.0
84,84,20,10487820.0,10487820.0
85,85,20,10487820.0,10427970.0
86,86,20,10487820.0,10279770.0
87,87,20,10487820.0,10105320.0
88,88,20,10487820.0,10351020.0
89,89,20,10487820.0,10147290.0
90,90,20,10487820.0,10348500.0
91,91,20,10487820.0,10476990.0
92,92,20,10539120.0,10539120.0
93,93,20,10539120.0,10487820.0
94,94,20,10539120.0,10203120.0
95,95,20,10539120.0,10123590.0
96,96,20,10539120.0,10419420.0
97,97,20,10539120.0,10342470.0
98,98,20,10539120.0,10113960.0
99,99,20,10539120.0,10317390.0
