,iteration,max_houses,old_score,new_score
0,0,60,23806110.0,23806110.0
1,1,60,23806110.0,23746260.0
2,2,60,23806110.0,23773050.0
3,3,60,23806110.0,23708070.0
4,4,60,23806110.0,23741130.0
5,5,60,23806110.0,23789010.0
6,6,60,23806110.0,23763360.0
7,7,60,23806110.0,23806110.0
8,8,60,23806110.0,23660760.0
9,9,60,23806110.0,23511840.0
10,10,60,23806110.0,23806110.0
11,11,60,23806110.0,23686410.0
12,12,60,23806110.0,23773050.0
13,13,60,23806110.0,23681610.0
14,14,60,23806110.0,23570340.0
15,15,60,23806110.0,23763360.0
16,16,60,23806110.0,23703510.0
17,17,60,23806110.0,23771910.0
18,18,60,23806110.0,23694960.0
19,19,60,23822070.0,23822070.0
20,20,60,23822070.0,23822070.0
21,21,60,23822070.0,23723220.0
22,22,60,23822070.0,23804970.0
23,23,60,23822070.0,23660190.0
24,24,60,23822070.0,23770770.0
25,25,60,23822070.0,23660190.0
26,26,60,23822070.0,23822070.0
27,27,60,23822070.0,23764500.0
28,28,60,23822070.0,23747400.0
29,29,60,23822070.0,23822070.0
30,30,60,23822070.0,23728020.0
31,31,60,23822070.0,23796420.0
32,32,60,23822070.0,23678070.0
33,33,60,23822070.0,23602950.0
34,34,60,23822070.0,23804970.0
35,35,60,23822070.0,23565870.0
36,36,60,23822070.0,23737590.0
37,37,60,23822070.0,23804970.0
38,38,60,23822070.0,23804970.0
39,39,60,23822070.0,23748870.0
40,40,60,23839170.0,23839170.0
41,41,60,23839170.0,23830620.0
42,42,60,23839170.0,23787870.0
43,43,60,23839170.0,23745120.0
44,44,60,23875770.0,23875770.0
45,45,60,23875770.0,23782860.0
46,46,60,23875770.0,23732130.0
47,47,60,23875770.0,23827890.0
48,48,60,23875770.0,23850120.0
49,49,60,23875770.0,23765760.0
50,50,60,23875770.0,23511390.0
51,51,60,23875770.0,23826750.0
52,52,60,23875770.0,23664060.0
53,53,60,23875770.0,23818200.0
54,54,60,23875770.0,23608290.0
55,55,60,23875770.0,23748090.0
56,56,60,23875770.0,23859810.0
57,57,60,23907690.0,23907690.0
58,58,60,23907690.0,23907690.0
59,59,60,23907690.0,23825610.0
60,60,60,23907690.0,23899140.0
61,61,60,23907690.0,23907690.0
62,62,60,23907690.0,23891730.0
63,63,60,23907690.0,23796540.0
64,64,60,23907690.0,23789010.0
65,65,60,23907690.0,23890590.0
66,66,60,23907690.0,23768490.0
67,67,60,23907690.0,23830740.0
68,68,60,23907690.0,23840430.0
69,69,60,23907690.0,23808840.0
70,70,60,23907690.0,23853990.0
71,71,60,23907690.0,23764500.0
72,72,60,23907690.0,23762340.0
73,73,60,23907690.0,23833020.0
74,74,60,23907690.0,23711130.0
75,75,60,23907690.0,23862540.0
76,76,60,23944290.0,23944290.0
77,77,60,23944290.0,23944290.0
78,78,60,24017490.0,24017490.0
79,79,60,24017490.0,23968470.0
80,80,60,24017490.0,23942820.0
81,81,60,24017490.0,23974740.0
82,82,60,24017490.0,23983290.0
83,83,60,24017490.0,23983290.0
84,84,60,24054090.0,24054090.0
85,85,60,24054090.0,24054090.0
86,86,60,24054090.0,23994240.0
87,87,60,24054090.0,24027300.0
88,88,60,24054090.0,23874300.0
89,89,60,24054090.0,24028440.0
90,90,60,24060360.0,24060360.0
91,91,60,24060360.0,24043260.0
92,92,60,24060360.0,24017610.0
93,93,60,24060360.0,24035850.0
94,94,60,24060360.0,24051810.0
95,95,60,24060360.0,23808840.0
96,96,60,24133560.0,24133560.0
97,97,60,24133560.0,24056610.0
98,98,60,24133560.0,24099360.0
99,99,60,24133560.0,24082260.0
100,100,60,24133560.0,24073710.0
101,101,60,24133560.0,24116460.0
102,102,60,24133560.0,24013740.0
103,103,60,24159210.0,24159210.0
104,104,60,24159210.0,24090810.0
105,105,60,24159210.0,24116460.0
106,106,60,24159210.0,24107910.0
107,107,60,24159210.0,24106650.0
108,108,60,24159210.0,24159210.0
109,109,60,24159210.0,23861400.0
110,110,60,24159210.0,24116460.0
111,111,60,24159210.0,24159210.0
112,112,60,24159210.0,24047940.0
113,113,60,24159210.0,24125010.0
114,114,60,24254970.0,24254970.0
115,115,60,24254970.0,24166620.0
116,116,60,24254970.0,24164340.0
117,117,60,24254970.0,24076320.0
118,118,60,24263520.0,24263520.0
119,119,60,24263520.0,24175170.0
120,120,60,24263520.0,24149520.0
121,121,60,24263520.0,24185310.0
122,122,60,24263520.0,24231600.0
123,123,60,24263520.0,24007320.0
124,124,60,24263520.0,24178020.0
125,125,60,24263520.0,24048720.0
126,126,60,24263520.0,24137550.0
127,127,60,24263520.0,24118740.0
128,128,60,24263520.0,24212220.0
129,129,60,24263520.0,24263520.0
130,130,60,24263520.0,24237870.0
131,131,60,24263520.0,24169470.0
132,132,60,24263520.0,24237870.0
133,133,60,24263520.0,24197400.0
134,134,60,24263520.0,23940060.0
135,135,60,24289170.0,24289170.0
136,136,60,24289170.0,24272070.0
137,137,60,24289170.0,24153720.0
138,138,60,24289170.0,24217920.0
139,139,60,24435570.0,24435570.0
140,140,60,24435570.0,24419610.0
141,141,60,24435570.0,24240960.0
142,142,60,24435570.0,24419610.0
143,143,60,24435570.0,24049740.0
144,144,60,24435570.0,24376860.0
145,145,60,24435570.0,24338670.0
146,146,60,24435570.0,24305130.0
147,147,60,24435570.0,24179370.0
148,148,60,24435570.0,24166950.0
149,149,60,24435570.0,24378000.0
150,150,60,24435570.0,24367170.0
151,151,60,24435570.0,24358620.0
152,152,60,24435570.0,24418470.0
153,153,60,24435570.0,24353820.0
154,154,60,24435570.0,24394290.0
155,155,60,24435570.0,24384270.0
156,156,60,24435570.0,24388020.0
157,157,60,24435570.0,24424620.0
158,158,60,24435570.0,24425880.0
159,159,60,24435570.0,24347220.0
160,160,60,24461220.0,24461220.0
161,161,60,24461220.0,24445260.0
162,162,60,24461220.0,24335250.0
163,163,60,24461220.0,24409920.0
164,164,60,24461220.0,24444120.0
165,165,60,24461220.0,24293970.0
166,166,60,24461220.0,24452670.0
167,167,60,24461220.0,24358620.0
168,168,60,24461220.0,24347670.0
169,169,60,24461220.0,24401370.0
170,170,60,24461220.0,24413340.0
171,171,60,24461220.0,24259650.0
172,172,60,24461220.0,24198870.0
173,173,60,24461220.0,24436710.0
174,174,60,24461220.0,24242550.0
175,175,60,24461220.0,24258390.0
176,176,60,24461220.0,24370590.0
177,177,60,24461220.0,24235470.0
178,178,60,24461220.0,24427020.0
179,179,60,24461220.0,24356220.0
180,180,60,24461220.0,24241620.0
181,181,60,24461220.0,24319500.0
182,182,60,24461220.0,24379140.0
183,183,60,24461220.0,24369450.0
184,184,60,24461220.0,24381420.0
185,185,60,24461220.0,24277110.0
186,186,60,24461220.0,24272070.0
187,187,60,24461220.0,24386550.0
188,188,60,24461220.0,24452670.0
189,189,60,24461220.0,24409920.0
190,190,60,24461220.0,24427020.0
191,191,60,24461220.0,24319290.0
192,192,60,24461220.0,24306270.0
193,193,60,24461220.0,24351420.0
194,194,60,24461220.0,24352350.0
195,195,60,24461220.0,24367170.0
196,196,60,24461220.0,24403650.0
197,197,60,24461220.0,24420750.0
198,198,60,24461220.0,24397380.0
199,199,60,24461220.0,24370590.0
200,200,60,24461220.0,24379470.0
201,201,60,24469770.0,24469770.0
202,202,60,24469770.0,24323370.0
203,203,60,24469770.0,24374010.0
204,204,60,24478320.0,24478320.0
205,205,60,24478320.0,24441720.0
206,206,60,24478320.0,24478320.0
207,207,60,24478320.0,24418470.0
208,208,60,24478320.0,24452670.0
209,209,60,24478320.0,24478320.0
210,210,60,24478320.0,24478320.0
211,211,60,24478320.0,24367050.0
212,212,60,24478320.0,24462360.0
213,213,60,24478320.0,24300120.0
214,214,60,24478320.0,24420750.0
215,215,60,24478320.0,24407520.0
216,216,60,24478320.0,24409920.0
217,217,60,24478320.0,24269670.0
218,218,60,24478320.0,24418470.0
219,219,60,24478320.0,24478320.0
220,220,60,24478320.0,24392820.0
221,221,60,24478320.0,24308670.0
222,222,60,24478320.0,24145170.0
223,223,60,24478320.0,24478320.0
224,224,60,24478320.0,24404790.0
225,225,60,24478320.0,24435570.0
